34940	Naples, FL	12	47625
34980	Nashville-Davidson (balance), TN	47	52006
35020	Natchez, MS	28	50440
35060	Natchitoches, LA	22	53545
35100	New Bern, NC	37	46340
35140	Newberry, SC	45	49570
35220	New Castle, IN	18	52740
35260	New Castle, PA	42	53368
35300	New Haven, CT	09	52000
35340	New Iberia, LA	22	54035
35380	New Orleans, LA	22	55000
35420	New Philadelphia, OH	39	55216
35460	Newport, TN	47	53000
35500	Newton, IA	19	56505
35580	New Ulm, MN	27	46042
35620	New York, NY	36	51000
35660	Niles, MI	26	57760
35700	Nogales, AZ	04	49640
35740	Norfolk, NE	31	34615
35820	North Platte, NE	31	35000
35860	North Vernon, IN	18	55116
35900	North Wilkesboro, NC	37	47880
35940	Norwalk, OH	39	57302
35980	Norwich, CT	09	56200
36020	Oak Harbor, WA	53	50360
36060	Oak Hill, WV	54	60028
36100	Ocala, FL	12	50750
36140	Ocean City, NJ	34	54360
36180	Ocean Pines, MD	24	58275
36220	Odessa, TX	48	53388
36260	Ogden, UT	49	55980
36300	Ogdensburg, NY	36	54485
36340	Oil City, PA	42	56456
36380	Okeechobee, FL	12	51200
36420	Oklahoma City, OK	40	55000
36460	Olean, NY	36	54716
36500	Olympia, WA	53	51300
36540	Omaha, NE	31	37000
36580	Oneonta, NY	36	54881
36620	Ontario, OR	41	54900
36660	Opelousas, LA	22	58045
36700	Orangeburg, SC	45	53080
36740	Orlando, FL	12	53000
36780	Oshkosh, WI	55	60500
36820	Oskaloosa, IA	19	59925
36860	Ottawa, IL	17	56926
36900	Ottumwa, IA	19	60465
36940	Owatonna, MN	27	49300
36980	Owensboro, KY	21	58620
37020	Owosso, MI	26	61940
37060	Oxford, MS	28	54840
37100	Oxnard, CA	06	54652
37140	Paducah, KY	21	58836
37220	Pahrump, NV	32	53800
37260	Palatka, FL	12	53875
37300	Palestine, TX	48	54708
37340	Palm Bay, FL	12	54000
37380	Palm Coast, FL	12	54200
37420	Pampa, TX	48	54912
37460	Panama City, FL	12	54700
37500	Paragould, AR	05	53390
37540	Paris, TN	47	56720
37580	Paris, TX	48	55080
37620	Parkersburg, WV	54	62140
37660	Parsons, KS	20	54675
37700	Pascagoula, MS	28	55360
37740	Payson, AZ	04	53700
37780	Pecos, TX	48	56516
37800	Pella, IA	19	62040
37820	Pendleton, OR	41	57150
37860	Pensacola, FL	12	55925
37900	Peoria, IL	17	59000
37940	Peru, IN	18	59328
37980	Philadelphia, PA	42	60000
38020	Phoenix Lake-Cedar Ridge, CA	06	56871
38060	Phoenix, AZ	04	55000
